names,status,idx,group,country
GAZ Sobol,abandoned,2,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed by Bayraktar TB2,1,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed by Bayraktar TB2,2,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,3,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,4,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,5,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,6,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,7,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,8,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,9,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,10,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,11,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,12,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,13,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,14,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,15,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,16,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,17,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,18,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,19,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,20,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,21,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,22,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,23,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,24,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,25,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,26,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,27,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,28,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,29,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,30,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,31,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,32,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,33,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,34,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed by Bayraktar TB2,35,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed by Bayraktar TB2,36,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed by Bayraktar TB2,37,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed by Bayraktar TB2,38,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,39,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,40,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,41,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,42,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,43,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,44,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,45,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,46,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,47,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,48,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,49,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,50,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,destroyed,51,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,damaged,52,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,damaged and abandoned,53,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,damaged and abandoned,54,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,abandoned,55,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,abandoned,56,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,abandoned,57,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,abandoned,58,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,abandoned,59,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,abandoned,60,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,abandoned,61,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,abandoned,62,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,abandoned,63,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,abandoned,64,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,abandoned,65,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,abandoned,66,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,damaged and captured,67,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,68,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,69,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,70,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,71,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,72,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,73,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,74,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,75,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,76,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,77,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,78,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,79,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,80,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,81,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,82,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,83,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,84,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,85,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,86,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,87,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,88,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,89,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,90,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,91,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,92,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,93,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,94,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,95,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,96,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,97,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,98,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,99,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,100,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,101,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,102,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,103,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,104,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,105,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,106,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,107,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,108,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,109,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,110,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,111,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,112,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,113,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,114,"Trucks, Vehicles and Jeeps",RUS
Ural-4320,captured,115,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,destroyed,1,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,destroyed,2,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,destroyed,3,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,destroyed,4,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,destroyed,5,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,abandoned,6,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,captured,7,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,captured,8,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,captured,9,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,captured,10,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,captured,11,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,captured,12,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,captured,13,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,captured,14,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,captured,15,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,captured,16,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,captured,17,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,captured,18,"Trucks, Vehicles and Jeeps",RUS
Ural-43206,captured,19,"Trucks, Vehicles and Jeeps",RUS
Ural Federal,destroyed,1,"Trucks, Vehicles and Jeeps",RUS
Ural Federal,abandoned,2,"Trucks, Vehicles and Jeeps",RUS
Ural Federal,abandoned,3,"Trucks, Vehicles and Jeeps",RUS
Ural Federal,abandoned,4,"Trucks, Vehicles and Jeeps",RUS
Ural-542301 tank transporter,abandoned,1,"Trucks, Vehicles and Jeeps",RUS
KamAZ 4x4,abandoned,1,"Trucks, Vehicles and Jeeps",RUS
KamAZ 4x4,captured,2,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed by Bayraktar TB2,1,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed by Bayraktar TB2,2,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed by Bayraktar TB2,3,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed by Bayraktar TB2,4,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed by Bayraktar TB2,5,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,6,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,7,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,8,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,9,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,10,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,11,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,12,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,13,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,14,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,15,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,16,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,17,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,18,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,19,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,20,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,21,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,22,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,23,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,24,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,25,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,26,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,27,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,28,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,29,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,30,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,31,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,32,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,33,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,34,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,34,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,35,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,36,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,37,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,38,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,39,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,40,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,41,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,42,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,43,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,44,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,45,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,46,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,47,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,48,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,49,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,50,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,51,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,52,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,53,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,54,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,55,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,56,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,56,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,57,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,58,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,59,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,60,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,61,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,62,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,63,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,64,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,65,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,66,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,67,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,68,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,69,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,70,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,71,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,72,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,73,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,74,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,75,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,76,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,destroyed,77,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,damaged,78,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,damaged,79,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,damaged,80,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,damaged and abandoned,81,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,82,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,83,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,84,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,85,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,86,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,87,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,88,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,89,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,90,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,91,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,92,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,93,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,94,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,95,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,96,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,97,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,98,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,99,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,100,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,abandoned,101,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,damaged and captured,102,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,damaged and captured,103,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,damaged and captured,104,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,105,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,106,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,107,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,108,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,109,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,110,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,111,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,112,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,113,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,114,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,115,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,116,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,117,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,118,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,119,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,120,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,121,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,122,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,123,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,124,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,125,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,126,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,127,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,128,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,129,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,130,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,131,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,132,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,133,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,134,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,135,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,136,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,137,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,138,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,139,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,140,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,141,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,142,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,143,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,144,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,145,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,146,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,147,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,148,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,149,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,150,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,151,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,152,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,153,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,154,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,155,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,156,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,157,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,158,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,159,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,160,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,161,"Trucks, Vehicles and Jeeps",RUS
KamAZ 6x6,captured,162,"Trucks, Vehicles and Jeeps",RUS
KamAZ Avtozaks,destroyed,1,"Trucks, Vehicles and Jeeps",RUS
KamAZ Avtozaks,destroyed,2,"Trucks, Vehicles and Jeeps",RUS
KamAZ Avtozaks,abandoned,3,"Trucks, Vehicles and Jeeps",RUS
KamAZ Avtozaks,captured,4,"Trucks, Vehicles and Jeeps",RUS
KamAZ with armoured cabin,destroyed,1,"Trucks, Vehicles and Jeeps",RUS
KamAZ with armoured cabin,abandoned,2,"Trucks, Vehicles and Jeeps",RUS
KamAZ with armoured cabin,abandoned,3,"Trucks, Vehicles and Jeeps",RUS
KamAZ-6350 8x8 artillery tractor,destroyed by Bayraktar TB2,1,"Trucks, Vehicles and Jeeps",RUS
KamAZ-6350 8x8 artillery tractor,destroyed by Bayraktar TB2,2,"Trucks, Vehicles and Jeeps",RUS
KamAZ-6350 8x8 artillery tractor,damaged by Bayraktar TB2 and captured,3,"Trucks, Vehicles and Jeeps",RUS
KamAZ-6350 8x8 artillery tractor,damaged by Bayraktar TB2 and captured,4,"Trucks, Vehicles and Jeeps",RUS
UAZ-469,destroyed,1,"Trucks, Vehicles and Jeeps",RUS
UAZ-469,captured,2,"Trucks, Vehicles and Jeeps",RUS
UAZ Patriot,abandoned,1,"Trucks, Vehicles and Jeeps",RUS
UAZ-23632,captured,1,"Trucks, Vehicles and Jeeps",RUS
UAZ-23632,captured,2,"Trucks, Vehicles and Jeeps",RUS
Armoured SUV,damaged and captured,1,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,1,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,2,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,3,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,4,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed by Bayraktar TB2,5,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed by Bayraktar TB2,6,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed by Bayraktar TB2,7,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed by Bayraktar TB2,8,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed by Bayraktar TB2,9,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed by Bayraktar TB2,10,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed by Bayraktar TB2,11,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed by Bayraktar TB2,12,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,13,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,14,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,15,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,16,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,17,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,18,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,19,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,20,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,21,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,22,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,23,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,24,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,25,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,26,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,27,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,28,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,29,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,30,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed,31,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,destroyed by Bayraktar TB2,32,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,damaged,33,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,damaged,34,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,damaged and abandoned,35,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,damaged and abandoned,36,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,abandoned,37,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,captured,38,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,captured,39,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,captured,40,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,captured,41,"Trucks, Vehicles and Jeeps",RUS
Unknown truck,captured,42,"Trucks, Vehicles and Jeeps",RUS
(Unknown) vehicle,destroyed,1,"Trucks, Vehicles and Jeeps",RUS
(Unknown) vehicle,destroyed,2,"Trucks, Vehicles and Jeeps",RUS
(Unknown) vehicle,destroyed,3,"Trucks, Vehicles and Jeeps",RUS
(Unknown) vehicle,destroyed,4,"Trucks, Vehicles and Jeeps",RUS
(Unknown) vehicle,destroyed,5,"Trucks, Vehicles and Jeeps",RUS
